Event ID,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt
14789,6,Explosives,17,Other Explosive Type,,
14790,6,Explosives,15,Vehicle,,
14791,5,Firearms,5,Unknown Gun Type,,
14792,6,Explosives,12,Remote Trigger,,
14793,6,Explosives,12,Remote Trigger,,
14794,6,Explosives,12,Remote Trigger,,
14795,6,Explosives,29,Sticky Bomb,,
14796,6,Explosives,15,Vehicle,,
14797,6,Explosives,13,Suicide (carried bodily by human being),,
14798,6,Explosives,16,Unknown Explosive Type,,
14799,6,Explosives,13,Suicide (carried bodily by human being),,
14800,5,Firearms,5,Unknown Gun Type,,
14801,5,Firearms,3,Handgun,,
14802,5,Firearms,2,Automatic or Semi-Automatic Rifle,,
14803,5,Firearms,5,Unknown Gun Type,8,Incendiary
14804,5,Firearms,5,Unknown Gun Type,8,Incendiary
14805,5,Firearms,5,Unknown Gun Type,,
14806,6,Explosives,15,Vehicle,,
14807,13,Unknown,,,,
14808,5,Firearms,5,Unknown Gun Type,8,Incendiary
14809,5,Firearms,5,Unknown Gun Type,8,Incendiary
14810,5,Firearms,5,Unknown Gun Type,,
14811,5,Firearms,5,Unknown Gun Type,,
14812,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
14813,13,Unknown,,,,
14814,8,Incendiary,18,Arson/Fire,,
14815,13,Unknown,,,,
14816,6,Explosives,16,Unknown Explosive Type,,
14817,13,Unknown,,,,
14818,6,Explosives,12,Remote Trigger,,
14819,13,Unknown,,,,
14820,6,Explosives,15,Vehicle,,
14821,9,Melee,23,Knife or Other Sharp Object,,
14822,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
14823,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
14824,6,Explosives,15,Vehicle,,
14825,6,Explosives,15,Vehicle,,
14826,6,Explosives,16,Unknown Explosive Type,13,Unknown
14827,5,Firearms,5,Unknown Gun Type,,
14828,13,Unknown,,,,
14829,6,Explosives,16,Unknown Explosive Type,,
14830,6,Explosives,16,Unknown Explosive Type,,
14831,6,Explosives,16,Unknown Explosive Type,,
14832,5,Firearms,5,Unknown Gun Type,,
14833,8,Incendiary,18,Arson/Fire,,
14834,5,Firearms,2,Automatic or Semi-Automatic Rifle,,
14835,6,Explosives,7,Grenade,,
14836,6,Explosives,29,Sticky Bomb,,
14837,5,Firearms,5,Unknown Gun Type,,
14838,5,Firearms,5,Unknown Gun Type,,
14839,5,Firearms,5,Unknown Gun Type,,
14840,13,Unknown,,,,
14841,5,Firearms,5,Unknown Gun Type,8,Incendiary
14842,13,Unknown,,,,
14843,8,Incendiary,18,Arson/Fire,13,Unknown
14844,5,Firearms,5,Unknown Gun Type,,
14845,5,Firearms,5,Unknown Gun Type,,
14846,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
14847,6,Explosives,12,Remote Trigger,,
14848,6,Explosives,12,Remote Trigger,,
14849,5,Firearms,5,Unknown Gun Type,,
14850,5,Firearms,5,Unknown Gun Type,,
14851,5,Firearms,5,Unknown Gun Type,,
14852,6,Explosives,12,Remote Trigger,,
14853,6,Explosives,15,Vehicle,6,Explosives
14854,6,Explosives,15,Vehicle,6,Explosives
14855,6,Explosives,15,Vehicle,6,Explosives
14856,6,Explosives,12,Remote Trigger,,
14857,5,Firearms,5,Unknown Gun Type,,
14858,5,Firearms,5,Unknown Gun Type,,
14859,5,Firearms,5,Unknown Gun Type,,
14860,6,Explosives,8,Landmine,,
14861,6,Explosives,16,Unknown Explosive Type,,
14862,6,Explosives,16,Unknown Explosive Type,,
14863,6,Explosives,12,Remote Trigger,,
14864,6,Explosives,12,Remote Trigger,,
14865,6,Explosives,12,Remote Trigger,,
14866,6,Explosives,15,Vehicle,,
14867,13,Unknown,,,,
14868,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
14869,6,Explosives,31,Pipe Bomb,5,Firearms
14870,6,Explosives,12,Remote Trigger,,
14871,5,Firearms,5,Unknown Gun Type,,
14872,6,Explosives,15,Vehicle,,
14873,6,Explosives,15,Vehicle,6,Explosives
14874,6,Explosives,15,Vehicle,6,Explosives
14875,6,Explosives,15,Vehicle,6,Explosives
14876,5,Firearms,5,Unknown Gun Type,8,Incendiary
14877,5,Firearms,5,Unknown Gun Type,,
14878,5,Firearms,5,Unknown Gun Type,,
14879,8,Incendiary,18,Arson/Fire,,
14880,13,Unknown,,,,
14881,5,Firearms,5,Unknown Gun Type,,
14882,13,Unknown,,,,
14883,8,Incendiary,18,Arson/Fire,,
14884,13,Unknown,,,,
14885,13,Unknown,,,,
14886,6,Explosives,13,Suicide (carried bodily by human being),,
14887,6,Explosives,12,Remote Trigger,,
14888,5,Firearms,5,Unknown Gun Type,,
14889,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
14890,6,Explosives,16,Unknown Explosive Type,,
14891,13,Unknown,,,,
14892,13,Unknown,,,,
14893,6,Explosives,16,Unknown Explosive Type,,
14894,6,Explosives,8,Landmine,,
14895,6,Explosives,8,Landmine,,
14896,13,Unknown,,,,
14897,6,Explosives,12,Remote Trigger,,
14898,6,Explosives,7,Grenade,,
14899,5,Firearms,5,Unknown Gun Type,9,Melee
14900,5,Firearms,3,Handgun,,
14901,6,Explosives,7,Grenade,6,Explosives
14902,5,Firearms,5,Unknown Gun Type,,
14903,6,Explosives,16,Unknown Explosive Type,,
14904,5,Firearms,2,Automatic or Semi-Automatic Rifle,5,Firearms
14905,8,Incendiary,18,Arson/Fire,,
14906,5,Firearms,5,Unknown Gun Type,,
14907,8,Incendiary,18,Arson/Fire,,
14908,5,Firearms,5,Unknown Gun Type,,
14909,5,Firearms,5,Unknown Gun Type,,
14910,5,Firearms,5,Unknown Gun Type,,
14911,5,Firearms,5,Unknown Gun Type,,
14912,5,Firearms,5,Unknown Gun Type,,
14913,6,Explosives,16,Unknown Explosive Type,,
14914,6,Explosives,7,Grenade,,
14915,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
14916,6,Explosives,17,Other Explosive Type,,
14917,6,Explosives,16,Unknown Explosive Type,,
14918,13,Unknown,,,,
14919,5,Firearms,5,Unknown Gun Type,,
14920,5,Firearms,2,Automatic or Semi-Automatic Rifle,,
14921,5,Firearms,2,Automatic or Semi-Automatic Rifle,,
14922,5,Firearms,5,Unknown Gun Type,,
14923,6,Explosives,14,Time Fuse,,
14924,6,Explosives,17,Other Explosive Type,,
14925,6,Explosives,15,Vehicle,,
14926,9,Melee,23,Knife or Other Sharp Object,,
14927,6,Explosives,15,Vehicle,,
14928,13,Unknown,,,,
14929,5,Firearms,2,Automatic or Semi-Automatic Rifle,,
14930,5,Firearms,5,Unknown Gun Type,9,Melee
14931,5,Firearms,5,Unknown Gun Type,,
14932,5,Firearms,5,Unknown Gun Type,8,Incendiary
14933,13,Unknown,,,,
14934,13,Unknown,,,,
14935,13,Unknown,,,,
14936,13,Unknown,,,,
14937,6,Explosives,17,Other Explosive Type,,
14938,5,Firearms,5,Unknown Gun Type,,
14939,6,Explosives,16,Unknown Explosive Type,,
14940,6,Explosives,16,Unknown Explosive Type,,
14941,6,Explosives,13,Suicide (carried bodily by human being),,
14942,6,Explosives,15,Vehicle,,
14943,6,Explosives,13,Suicide (carried bodily by human being),,
14944,5,Firearms,5,Unknown Gun Type,,
14945,5,Firearms,5,Unknown Gun Type,,
14946,5,Firearms,5,Unknown Gun Type,,
14947,6,Explosives,15,Vehicle,,
14948,6,Explosives,16,Unknown Explosive Type,,
14949,6,Explosives,15,Vehicle,13,Unknown
14950,13,Unknown,,,,
14951,5,Firearms,5,Unknown Gun Type,,
14952,12,Other,,,,
14953,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
14954,13,Unknown,,,,
14955,13,Unknown,,,,
14956,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
14957,5,Firearms,3,Handgun,,
14958,5,Firearms,5,Unknown Gun Type,,
14959,5,Firearms,5,Unknown Gun Type,,
14960,5,Firearms,5,Unknown Gun Type,,
14961,6,Explosives,16,Unknown Explosive Type,,
14962,6,Explosives,16,Unknown Explosive Type,,
14963,6,Explosives,8,Landmine,,
14964,5,Firearms,5,Unknown Gun Type,,
14965,5,Firearms,3,Handgun,,
14966,8,Incendiary,18,Arson/Fire,,
14967,6,Explosives,9,Letter Bomb,,
14968,6,Explosives,16,Unknown Explosive Type,,
14969,6,Explosives,13,Suicide (carried bodily by human being),,
14970,13,Unknown,,,,
14971,6,Explosives,8,Landmine,,
14972,6,Explosives,15,Vehicle,6,Explosives
14973,6,Explosives,12,Remote Trigger,,
14974,13,Unknown,,,,
14975,9,Melee,27,Unknown Weapon Type,,
14976,5,Firearms,5,Unknown Gun Type,,
14977,6,Explosives,17,Other Explosive Type,,
14978,8,Incendiary,18,Arson/Fire,13,Unknown
14979,9,Melee,23,Knife or Other Sharp Object,,
14980,6,Explosives,13,Suicide (carried bodily by human being),,
14981,6,Explosives,15,Vehicle,,
14982,6,Explosives,8,Landmine,,
14983,5,Firearms,5,Unknown Gun Type,,
14984,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
14985,6,Explosives,16,Unknown Explosive Type,,
14986,13,Unknown,,,,
14987,6,Explosives,16,Unknown Explosive Type,,
14988,6,Explosives,16,Unknown Explosive Type,,
14989,6,Explosives,13,Suicide (carried bodily by human being),,
14990,6,Explosives,15,Vehicle,,
14991,6,Explosives,16,Unknown Explosive Type,5,Firearms
14992,5,Firearms,5,Unknown Gun Type,,
14993,5,Firearms,5,Unknown Gun Type,,
14994,5,Firearms,5,Unknown Gun Type,,
14995,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
14996,6,Explosives,16,Unknown Explosive Type,,
14997,13,Unknown,,,,
14998,6,Explosives,13,Suicide (carried bodily by human being),,
14999,6,Explosives,13,Suicide (carried bodily by human being),,
15000,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
15001,5,Firearms,5,Unknown Gun Type,,
15002,8,Incendiary,18,Arson/Fire,,
15003,6,Explosives,8,Landmine,5,Firearms
15004,5,Firearms,5,Unknown Gun Type,,
15005,6,Explosives,13,Suicide (carried bodily by human being),,
15006,6,Explosives,13,Suicide (carried bodily by human being),,
15007,5,Firearms,5,Unknown Gun Type,,
15008,8,Incendiary,18,Arson/Fire,,
15009,5,Firearms,2,Automatic or Semi-Automatic Rifle,,
15010,6,Explosives,16,Unknown Explosive Type,,
15011,13,Unknown,,,,
15012,6,Explosives,16,Unknown Explosive Type,,
15013,5,Firearms,5,Unknown Gun Type,,
15014,6,Explosives,15,Vehicle,,
15015,5,Firearms,4,Rifle/Shotgun (non-automatic),,
15016,5,Firearms,5,Unknown Gun Type,,
15017,6,Explosives,10,Pressure Trigger,,
15018,6,Explosives,16,Unknown Explosive Type,5,Firearms
15019,6,Explosives,7,Grenade,,
15020,5,Firearms,5,Unknown Gun Type,,
15021,5,Firearms,5,Unknown Gun Type,,
15022,6,Explosives,13,Suicide (carried bodily by human being),5,Firearms
15023,6,Explosives,13,Suicide (carried bodily by human being),5,Firearms
15024,6,Explosives,16,Unknown Explosive Type,,
15025,5,Firearms,4,Rifle/Shotgun (non-automatic),,
15026,6,Explosives,16,Unknown Explosive Type,,
15027,5,Firearms,5,Unknown Gun Type,,
15028,6,Explosives,17,Other Explosive Type,,
15029,6,Explosives,8,Landmine,,
15030,6,Explosives,13,Suicide (carried bodily by human being),,
15031,6,Explosives,9,Letter Bomb,,
15032,5,Firearms,5,Unknown Gun Type,,
15033,13,Unknown,,,,
15034,5,Firearms,5,Unknown Gun Type,,
15035,5,Firearms,5,Unknown Gun Type,,
15036,6,Explosives,16,Unknown Explosive Type,,
15037,6,Explosives,16,Unknown Explosive Type,,
15038,9,Melee,23,Knife or Other Sharp Object,,
15039,6,Explosives,16,Unknown Explosive Type,,
15040,13,Unknown,,,,
15041,6,Explosives,8,Landmine,,
15042,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",13,Unknown
15043,6,Explosives,16,Unknown Explosive Type,,
15044,5,Firearms,5,Unknown Gun Type,,
15045,6,Explosives,8,Landmine,,
15046,5,Firearms,5,Unknown Gun Type,,
15047,5,Firearms,5,Unknown Gun Type,9,Melee
15048,5,Firearms,3,Handgun,,
15049,6,Explosives,16,Unknown Explosive Type,,
15050,6,Explosives,16,Unknown Explosive Type,,
15051,6,Explosives,12,Remote Trigger,,
15052,5,Firearms,5,Unknown Gun Type,,
15053,5,Firearms,2,Automatic or Semi-Automatic Rifle,,
15054,13,Unknown,,,,
15055,13,Unknown,,,,
15056,5,Firearms,5,Unknown Gun Type,,
15057,6,Explosives,31,Pipe Bomb,,
15058,13,Unknown,,,,
15059,6,Explosives,12,Remote Trigger,,
15060,6,Explosives,13,Suicide (carried bodily by human being),,
15061,6,Explosives,16,Unknown Explosive Type,,
15062,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
15063,5,Firearms,5,Unknown Gun Type,,
15064,6,Explosives,16,Unknown Explosive Type,,
15065,6,Explosives,16,Unknown Explosive Type,,
15066,6,Explosives,16,Unknown Explosive Type,,
15067,6,Explosives,15,Vehicle,,
15068,6,Explosives,16,Unknown Explosive Type,,
15069,6,Explosives,12,Remote Trigger,,
15070,6,Explosives,7,Grenade,,
15071,6,Explosives,13,Suicide (carried bodily by human being),,
15072,6,Explosives,13,Suicide (carried bodily by human being),,
15073,6,Explosives,8,Landmine,,
15074,6,Explosives,17,Other Explosive Type,,
15075,5,Firearms,3,Handgun,,
15076,5,Firearms,5,Unknown Gun Type,,
15077,13,Unknown,,,,
15078,5,Firearms,5,Unknown Gun Type,8,Incendiary
15079,5,Firearms,5,Unknown Gun Type,,
15080,5,Firearms,5,Unknown Gun Type,8,Incendiary
15081,6,Explosives,16,Unknown Explosive Type,,
15082,6,Explosives,8,Landmine,,
15083,6,Explosives,8,Landmine,,
15084,5,Firearms,5,Unknown Gun Type,,
15085,6,Explosives,16,Unknown Explosive Type,,
15086,5,Firearms,4,Rifle/Shotgun (non-automatic),,
15087,5,Firearms,4,Rifle/Shotgun (non-automatic),,
15088,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
15089,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
15090,6,Explosives,16,Unknown Explosive Type,,
15091,5,Firearms,5,Unknown Gun Type,,
15092,6,Explosives,8,Landmine,,
15093,5,Firearms,5,Unknown Gun Type,,
15094,5,Firearms,3,Handgun,,
15095,5,Firearms,5,Unknown Gun Type,,
15096,13,Unknown,,,,
15097,5,Firearms,5,Unknown Gun Type,,
15098,6,Explosives,8,Landmine,,
15099,5,Firearms,5,Unknown Gun Type,,
15100,13,Unknown,,,,
15101,6,Explosives,10,Pressure Trigger,,
15102,6,Explosives,29,Sticky Bomb,,
15103,6,Explosives,12,Remote Trigger,,
15104,6,Explosives,10,Pressure Trigger,,
15105,5,Firearms,5,Unknown Gun Type,8,Incendiary
15106,5,Firearms,5,Unknown Gun Type,,
15107,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,
15108,8,Incendiary,20,Gasoline or Alcohol,,
15109,5,Firearms,3,Handgun,,
15110,6,Explosives,16,Unknown Explosive Type,,
15111,5,Firearms,5,Unknown Gun Type,9,Melee
15112,5,Firearms,5,Unknown Gun Type,9,Melee
15113,5,Firearms,5,Unknown Gun Type,8,Incendiary
15114,5,Firearms,5,Unknown Gun Type,8,Incendiary
15115,5,Firearms,5,Unknown Gun Type,8,Incendiary
15116,5,Firearms,5,Unknown Gun Type,,
15117,13,Unknown,,,,
15118,6,Explosives,15,Vehicle,,
15119,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
15120,6,Explosives,12,Remote Trigger,,
15121,13,Unknown,,,,
15122,13,Unknown,,,,
15123,6,Explosives,16,Unknown Explosive Type,,
15124,6,Explosives,16,Unknown Explosive Type,,
15125,6,Explosives,16,Unknown Explosive Type,,
15126,5,Firearms,5,Unknown Gun Type,,
15127,6,Explosives,13,Suicide (carried bodily by human being),6,Explosives
15128,6,Explosives,12,Remote Trigger,,
15129,6,Explosives,8,Landmine,,
15130,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
15131,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",13,Unknown
15132,5,Firearms,5,Unknown Gun Type,,
15133,6,Explosives,8,Landmine,,
15134,6,Explosives,15,Vehicle,6,Explosives
15135,6,Explosives,13,Suicide (carried bodily by human being),,
15136,5,Firearms,5,Unknown Gun Type,,
15137,5,Firearms,5,Unknown Gun Type,,
15138,5,Firearms,5,Unknown Gun Type,,
15139,5,Firearms,5,Unknown Gun Type,,
15140,6,Explosives,16,Unknown Explosive Type,,
15141,5,Firearms,3,Handgun,,
15142,8,Incendiary,18,Arson/Fire,,
15143,5,Firearms,3,Handgun,,
15144,5,Firearms,5,Unknown Gun Type,,
15145,8,Incendiary,20,Gasoline or Alcohol,,
15146,13,Unknown,,,,
15147,6,Explosives,8,Landmine,,
15148,13,Unknown,,,,
15149,6,Explosives,15,Vehicle,,
15150,6,Explosives,16,Unknown Explosive Type,,
15151,6,Explosives,12,Remote Trigger,,
15152,6,Explosives,12,Remote Trigger,,
15153,6,Explosives,12,Remote Trigger,,
15154,6,Explosives,12,Remote Trigger,,
15155,6,Explosives,12,Remote Trigger,,
15156,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
15157,6,Explosives,12,Remote Trigger,,
15158,6,Explosives,12,Remote Trigger,,
15159,13,Unknown,,,,
15160,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
15161,6,Explosives,15,Vehicle,,
15162,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",13,Unknown
15163,5,Firearms,3,Handgun,,
15164,6,Explosives,17,Other Explosive Type,,
15165,8,Incendiary,18,Arson/Fire,13,Unknown
15166,5,Firearms,4,Rifle/Shotgun (non-automatic),,
15167,6,Explosives,15,Vehicle,,
15168,6,Explosives,13,Suicide (carried bodily by human being),,
15169,5,Firearms,5,Unknown Gun Type,,
15170,6,Explosives,8,Landmine,,
15171,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
15172,5,Firearms,5,Unknown Gun Type,,
15173,6,Explosives,15,Vehicle,,
15174,6,Explosives,16,Unknown Explosive Type,,
15175,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
15176,5,Firearms,5,Unknown Gun Type,8,Incendiary
15177,6,Explosives,16,Unknown Explosive Type,,
15178,6,Explosives,16,Unknown Explosive Type,,
15179,5,Firearms,3,Handgun,,
15180,6,Explosives,15,Vehicle,,
15181,5,Firearms,3,Handgun,,
15182,6,Explosives,10,Pressure Trigger,,
15183,6,Explosives,16,Unknown Explosive Type,,
15184,5,Firearms,5,Unknown Gun Type,,
15185,5,Firearms,2,Automatic or Semi-Automatic Rifle,,
15186,6,Explosives,10,Pressure Trigger,,
15187,6,Explosives,16,Unknown Explosive Type,,
15188,5,Firearms,5,Unknown Gun Type,,
15189,5,Firearms,5,Unknown Gun Type,8,Incendiary
15190,5,Firearms,5,Unknown Gun Type,,
15191,13,Unknown,,,,
15192,6,Explosives,15,Vehicle,,
15193,6,Explosives,16,Unknown Explosive Type,,
15194,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
15195,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
15196,5,Firearms,5,Unknown Gun Type,,
15197,6,Explosives,16,Unknown Explosive Type,,
15198,6,Explosives,8,Landmine,,
15199,5,Firearms,5,Unknown Gun Type,,
15200,6,Explosives,15,Vehicle,,
15201,13,Unknown,,,,
15202,6,Explosives,16,Unknown Explosive Type,,
15203,6,Explosives,16,Unknown Explosive Type,,
15204,6,Explosives,7,Grenade,,
15205,5,Firearms,5,Unknown Gun Type,,
15206,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
15207,6,Explosives,8,Landmine,,
15208,5,Firearms,5,Unknown Gun Type,,
15209,6,Explosives,16,Unknown Explosive Type,,
15210,5,Firearms,2,Automatic or Semi-Automatic Rifle,,
15211,13,Unknown,,,,
15212,13,Unknown,,,,
15213,6,Explosives,16,Unknown Explosive Type,,
15214,8,Incendiary,18,Arson/Fire,,
15215,6,Explosives,15,Vehicle,,
15216,6,Explosives,15,Vehicle,,
15217,6,Explosives,15,Vehicle,,
15218,6,Explosives,16,Unknown Explosive Type,,
15219,6,Explosives,16,Unknown Explosive Type,,
15220,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
15221,5,Firearms,5,Unknown Gun Type,,
15222,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
15223,6,Explosives,15,Vehicle,,
15224,6,Explosives,15,Vehicle,,
15225,6,Explosives,15,Vehicle,,
15226,6,Explosives,15,Vehicle,,
15227,13,Unknown,,,,
15228,5,Firearms,4,Rifle/Shotgun (non-automatic),,
15229,6,Explosives,29,Sticky Bomb,,
15230,6,Explosives,29,Sticky Bomb,,
15231,6,Explosives,16,Unknown Explosive Type,,
15232,13,Unknown,,,,
15233,5,Firearms,3,Handgun,,
15234,6,Explosives,7,Grenade,,
15235,6,Explosives,16,Unknown Explosive Type,,
15236,6,Explosives,7,Grenade,,
15237,6,Explosives,15,Vehicle,5,Firearms
15238,5,Firearms,2,Automatic or Semi-Automatic Rifle,5,Firearms
15239,6,Explosives,16,Unknown Explosive Type,,
15240,6,Explosives,15,Vehicle,,
15241,6,Explosives,13,Suicide (carried bodily by human being),,
15242,6,Explosives,15,Vehicle,,
15243,5,Firearms,5,Unknown Gun Type,,
15244,13,Unknown,,,,
15245,6,Explosives,7,Grenade,5,Firearms
15246,5,Firearms,5,Unknown Gun Type,,
15247,6,Explosives,17,Other Explosive Type,,
15248,5,Firearms,5,Unknown Gun Type,,
15249,8,Incendiary,18,Arson/Fire,,
15250,5,Firearms,5,Unknown Gun Type,,
15251,9,Melee,23,Knife or Other Sharp Object,,
15252,6,Explosives,15,Vehicle,,
15253,6,Explosives,15,Vehicle,5,Firearms
15254,13,Unknown,,,,
15255,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
15256,5,Firearms,2,Automatic or Semi-Automatic Rifle,,
15257,6,Explosives,15,Vehicle,,
15258,6,Explosives,16,Unknown Explosive Type,,
15259,5,Firearms,5,Unknown Gun Type,,
15260,8,Incendiary,18,Arson/Fire,9,Melee
15261,6,Explosives,16,Unknown Explosive Type,,
15262,6,Explosives,16,Unknown Explosive Type,,
15263,6,Explosives,16,Unknown Explosive Type,,
15264,13,Unknown,,,,
15265,5,Firearms,5,Unknown Gun Type,,
15266,5,Firearms,5,Unknown Gun Type,,
15267,5,Firearms,3,Handgun,,
15268,5,Firearms,5,Unknown Gun Type,,
15269,6,Explosives,13,Suicide (carried bodily by human being),5,Firearms
15270,6,Explosives,13,Suicide (carried bodily by human being),5,Firearms
15271,6,Explosives,17,Other Explosive Type,,
15272,6,Explosives,7,Grenade,6,Explosives
15273,8,Incendiary,18,Arson/Fire,,
15274,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
15275,8,Incendiary,18,Arson/Fire,,
15276,6,Explosives,16,Unknown Explosive Type,,
15277,5,Firearms,5,Unknown Gun Type,8,Incendiary
15278,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
15279,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
15280,5,Firearms,5,Unknown Gun Type,,
15281,6,Explosives,16,Unknown Explosive Type,,
15282,5,Firearms,5,Unknown Gun Type,,
15283,5,Firearms,5,Unknown Gun Type,,
15284,6,Explosives,16,Unknown Explosive Type,,
15285,6,Explosives,16,Unknown Explosive Type,,
15286,6,Explosives,16,Unknown Explosive Type,,
15287,6,Explosives,13,Suicide (carried bodily by human being),13,Unknown
15288,6,Explosives,16,Unknown Explosive Type,,
15289,8,Incendiary,18,Arson/Fire,,
15290,6,Explosives,17,Other Explosive Type,,
15291,6,Explosives,17,Other Explosive Type,,
15292,6,Explosives,15,Vehicle,6,Explosives
15293,6,Explosives,15,Vehicle,6,Explosives
15294,6,Explosives,15,Vehicle,6,Explosives
15295,6,Explosives,15,Vehicle,6,Explosives
15296,13,Unknown,,,,
15297,6,Explosives,16,Unknown Explosive Type,,
15298,5,Firearms,5,Unknown Gun Type,,
15299,5,Firearms,5,Unknown Gun Type,8,Incendiary
15300,6,Explosives,15,Vehicle,,
15301,5,Firearms,5,Unknown Gun Type,8,Incendiary
15302,6,Explosives,16,Unknown Explosive Type,,
15303,5,Firearms,3,Handgun,,
15304,5,Firearms,5,Unknown Gun Type,,
15305,6,Explosives,15,Vehicle,,
15306,6,Explosives,12,Remote Trigger,,
15307,6,Explosives,16,Unknown Explosive Type,5,Firearms
15308,8,Incendiary,18,Arson/Fire,,
15309,6,Explosives,13,Suicide (carried bodily by human being),,
15310,5,Firearms,2,Automatic or Semi-Automatic Rifle,,
15311,6,Explosives,16,Unknown Explosive Type,,
15312,5,Firearms,5,Unknown Gun Type,8,Incendiary
15313,8,Incendiary,18,Arson/Fire,,
15314,6,Explosives,8,Landmine,,
15315,6,Explosives,12,Remote Trigger,,
15316,8,Incendiary,18,Arson/Fire,,
15317,5,Firearms,5,Unknown Gun Type,,
15318,13,Unknown,,,,
15319,13,Unknown,,,,
15320,13,Unknown,,,,
15321,6,Explosives,16,Unknown Explosive Type,,
15322,6,Explosives,16,Unknown Explosive Type,,
15323,6,Explosives,16,Unknown Explosive Type,,
15324,6,Explosives,17,Other Explosive Type,,
15325,6,Explosives,17,Other Explosive Type,,
15326,13,Unknown,,,,
15327,6,Explosives,17,Other Explosive Type,,
15328,6,Explosives,15,Vehicle,,
15329,2,Chemical,30,Explosive,,
15330,6,Explosives,12,Remote Trigger,,
15331,6,Explosives,16,Unknown Explosive Type,,
15332,5,Firearms,2,Automatic or Semi-Automatic Rifle,,
15333,5,Firearms,2,Automatic or Semi-Automatic Rifle,,
15334,5,Firearms,5,Unknown Gun Type,,
15335,5,Firearms,5,Unknown Gun Type,,
15336,6,Explosives,16,Unknown Explosive Type,,
15337,6,Explosives,16,Unknown Explosive Type,,
15338,6,Explosives,17,Other Explosive Type,5,Firearms
15339,5,Firearms,5,Unknown Gun Type,,
15340,6,Explosives,16,Unknown Explosive Type,,
15341,5,Firearms,2,Automatic or Semi-Automatic Rifle,5,Firearms
15342,5,Firearms,5,Unknown Gun Type,,
15343,5,Firearms,5,Unknown Gun Type,,
15344,6,Explosives,15,Vehicle,,
15345,13,Unknown,,,,
15346,8,Incendiary,18,Arson/Fire,,
15347,8,Incendiary,18,Arson/Fire,,
15348,5,Firearms,2,Automatic or Semi-Automatic Rifle,,
15349,5,Firearms,5,Unknown Gun Type,8,Incendiary
15350,6,Explosives,17,Other Explosive Type,,
15351,6,Explosives,17,Other Explosive Type,5,Firearms
15352,5,Firearms,5,Unknown Gun Type,,
15353,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",5,Firearms
15354,6,Explosives,10,Pressure Trigger,,
15355,13,Unknown,,,,
15356,6,Explosives,16,Unknown Explosive Type,,
15357,5,Firearms,5,Unknown Gun Type,,
15358,5,Firearms,5,Unknown Gun Type,,
15359,6,Explosives,16,Unknown Explosive Type,,
15360,13,Unknown,,,,
15361,6,Explosives,16,Unknown Explosive Type,,
15362,6,Explosives,16,Unknown Explosive Type,,
15363,8,Incendiary,20,Gasoline or Alcohol,9,Melee
15364,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
15365,6,Explosives,16,Unknown Explosive Type,,
15366,6,Explosives,29,Sticky Bomb,,
15367,13,Unknown,,,,
15368,13,Unknown,,,,
