Event ID,corp1,target1
20921,Unknown,Coffee Restaurant
20922,Not Applicable,Civilians
20923,Insajderi,Investigative Journalist: Parim Olluri
20924,Palestinian Authority,Hamas Forces
20925,Police Qaumi Razakar (PQR),"Officers: Jamshed Ahmed, Gulzar Azam"
20926,Not Applicable,Development Project Laborers
20927,Not Applicable,Civilians
20928,Palestinian Joint Security Forces,Headquarters
20929,Unknown,Bar
20930,Unknown,Bar
20931,Not Applicable,Village Chief: Leudigario Gargoles Binera
20932,Indian Army,Patrol
20933,Unknown,Construction Worker: Jamal Yagoub Abdallah
20934,Not Applicable,Refugees
20935,Unknown,Shops
20936,Unknown,Unknown
20937,Not Applicable,Civilians
20938,Iraqi Police Service (IPS),Residence of Officer: Lieutenant Colonel Farhan Ahmad Zarkan (Farhan al-Azzawi)
20939,Iraqi Army,Soldiers
20940,Not Applicable,Civilians
20941,Not Applicable,Civilians
20942,Libyan National Army (LNA),Checkpoint
20943,Unknown,Fish Market
20944,Not Applicable,Funeral
20945,Not Applicable,Vehicle
20946,Afghan Police,Checkpoint
20947,Not Applicable,Civilians
20948,Turkish National Police (EGM),Village Guards
20949,All Progressives Congress (APC),Secretariat Building
20950,Republic of China Armed Forces,Police Officers
20951,Puntland Security Force (PSF),Base
20952,Kenya Police Service (KPS),Officers
20953,Afghan Police,Checkpoint
20954,Not Applicable,Civilian
20955,Armed Forces of the Philippines (AFP),Soldiers
20956,Not Applicable,Market
20957,Not Applicable,Former Revolutionary Armed Forces of Colombia (FARC) Member: Brutney Alfonso Avila Snak
20958,Al-Bayrak,Sanitation Employees: Karamat Masih and Sagheer Masih
20959,Not Applicable,Civilians
20960,Unknown,Shops
20961,Iraqi Police Service (IPS),Police Checkpoint
20962,Iraqi Armed Forces,Patrol
20963,Unknown,Vehicle of Professor
20964,Tresmontes Lucchetti,Food-Laden Trucks
20965,Jamiat Ulema-e-Islam Fazl (JUI-F),Local Leader: Maulana Attaullah Shah
20966,Not Applicable,Civilians
20967,Bharatiya Janata Party (BJP),Office
20968,Israeli Border Police,Border Guards
20969,Not Applicable,Civilians
20970,Not Applicable,Donkey Cart
20971,General Richard Dowling Monument,Monument
20972,Military of Chad,Patrol
20973,Gharyan Education Office,Vehicle of Official: Omer Shingaro
20974,Government of Chanae District,Motako Villiage Chief: Mahama Daromae
20975,Not Applicable,Independence Day Gathering
20976,Chowk Bazaar,Bazaar
20977,Gorkha Janmukti Morcha (GJM),Office
20978,Indian Police Service (IPS),Kalimpong Police Station
20979,Puntland Security Force (PSF),Soldiers
20980,Gorkhaland Territorial Administration (GTA),Forest Rest House
20981,Turkish National Police (EGM),Forces
20982,Khashrod District,District
20983,African Union Mission in Somalia (AMISOM),Djibouti Base
20984,National Assembly,Convoy of Parliamentarian: Mirdad Khan Nijrabi
20985,Unknown,Activist: Mullah Saman Kermiani
20986,Unknown,Unknown
20987,Syrian Army,Checkpoint
20988,Government Primary School Batoke,Primary School
20989,Government School Mutengene,School
20990,Not Applicable,Convoy of Traders
20991,Not Applicable,Civilians
20992,Somali Armed Forces (SAF),Base
20993,Somali Armed Forces (SAF),Base
20994,Somali National Army (SNA),Base
20995,African Union Mission in Somalia (AMISOM),Ugandan Soldiers
20996,Iraqi Police Service (IPS),Police Checkpoint
20997,Iraqi Police Service (IPS),Officers
20998,Unknown,Unknown
20999,Injili Village,Village
21000,Bavesa Village,Village
21001,Peoples Democratic Party (PDP),Worker: Mohammad Isaaq Parray
21002,Egyptian Armed Forces,Vehicle
21003,Egyptian National Police (ENP),Officer
21004,Friends Cable Network,Cable Operator: Hilal Ahmad Malik
21005,Not Applicable,Civilian: Gowhar Ahmad Dar
21006,Mohamed bin Ali al-Sunosi University,Dean of Faculty of the Fundamental of Religion: Dr. al-Amin Bu-Faris
21007,Not Applicable,Volleyball Ground
21008,Damascus International Fair,Trade Fair
21009,National Uprising Movement (NUM),Checkpost
21010,National Uprising Movement (NUM),Checkpost
21011,Afghan National Police (ANP),Checkpost
21012,Lebanese Army,Vehicle
21013,Lebanese Army,Soldiers
21014,Citizens Armed Forces Geographical Unit (CAFGU),Base
21015,Sortony Camp,Refugees: Hussein Yagoub Mohamed and Adam Idris Adam
21016,Egyptian National Police (ENP),Residence of Police Colonel
21017,Not Applicable,Civilians
21018,Unknown,Unknown
21019,Unknown,Unknown
21020,Unknown,Unknown
21021,Pashtunkhwa Milli Awami Party (PkMAP),Residence of Leader: Haji Essa
21022,Not Applicable,Civilians
21023,African Union Mission in Somalia (AMISOM),Burundian Convoy
21024,Citizens Armed Forces Geographical Unit (CAFGU),Member: Arnold Panisan
21025,Tubigan,Village
21026,Not Applicable,Multi-purpose Hall
21027,Philippine Army (PA),Former Master Sergeant: Julio Macaraig Pasawa
21028,Not Applicable,Vehicle
21029,Iraqi Army,Patrol
21030,Gamba Village,Village
21031,Somali Police Force (SPF),Police Station
21032,Not Applicable,Suspected Terrorists
21033,Peoples Democratic Party (PDP),Former Panchayat Member: Shabir Ahmad Wani
21034,Social Democratic Party of Germany (SPD),Vehicles of Politician: Michelle Muentefering
21035,Not Applicable,Diplomatic District
21036,Unknown,Unknown
21037,Not Applicable,Residence of Andy Logue
21038,Syrian Democratic Forces,Members
21039,Afghan National Army (ANA),Forces
21040,Not Applicable,Civilians
21041,Afghan National Army (ANA),Convoy
21042,Unknown,Unknown
21043,Unknown,Unknown
21044,Not Applicable,Farmer: El Rasheed Haroun Ibrahim
21045,Not Applicable,Residence
21046,Not Applicable,Mennonite Farmer: Franz Hiebert Wieler
21047,Unknown,Fruit and Vegetable Kiosk
21048,Frontier Works Organization,Torkham-Jalalabad Road Project Engineer: Malik Faiz Ahmed
21049,Not Applicable,Freelance Journalist: Abdel-Raheem Mohsin
21050,Yemeni Army,Senior Intelligence Officer: Staff Major Muhammad 'Ali al-Husam
21051,Philippine Army (PA),Detachment
21052,Unknown,Unknown
21053,Unknown,Unknown
21054,Iraqi Volunteer Forces,Forces
21055,African Union Mission in Somalia (AMISOM),Burundian Convoy
21056,Nigerian Army (NA),Soldiers
21057,Not Applicable,Civilian: Muhammad Nawaz
21058,Not Applicable,Shepherd: Shano Bugti
21059,Unknown,Members
21060,Unknown,Unknown
21061,Government of Gichk,Employee: Khuda Bakhsh
21062,United Nations High Commissioner for Refugees (UNHCR),Convoy
21063,Unknown,Unknown
21064,Turkish Armed Forces (TSK),Vehicle
21065,Not Applicable,Village Chief: Noel Briones
21066,Mpofana Municipality,Home of Mayor: Xolani Duma
21067,Not Applicable,Residence
21068,Unknown,Vehicle of Tribal Chief: Al-Dulaymi
21069,Not Applicable,Market
21070,Diario de Acayucan,Journalist: Candido Rios
21071,Not Applicable,Civilians
21072,National Intelligence Agency (MIT),Officers
21073,Afghan National Army (ANA),Convoy
21074,Frontier Corps (FC),Checkpost
21075,Government of Wadh,Guard of Judicial Magistrate: Muhammad Anwar
21076,Government of Al-Baydaa,Deputy Governor: Ahmed Salim al-Osaili
21077,Kote Village,Village
21078,Uda Lawanti Village,Village
21079,Wokilli Village,Village
21080,Nigeria Police Force (NPF),Patrol
21081,State Emergency Management Agency (SEMA),Staff
21082,Philippine Army (PA),Armored Vehicle
21083,Iraqi Army,Patrol
21084,Iraqi Police Service (IPS),Officers
21085,Afghan Police,Post
21086,Unknown,Unknown
21087,Doshi District,District
21088,Not Applicable,Peacemaker: Duran Ali Ahmed
21089,Libyan National Army (LNA),Checkpoint
21090,Not Applicable,"Civilians: Bhuna Yadav, Vikas Yadav, Babloo Yadav"
21091,Afghan Police,Post
21092,Afghan Police,Post
21093,Afghan Police,Post
21094,Royal Thai Armed Forces,Soldiers
21095,Popular Resistance Committee,Commander: Mihdar 'Umar al-'Abd
21096,Jerusalem Light Rail,Shivtei Israel Railway Station Guard
21097,United States Armed Forces,Patrol
21098,Unknown,Unknown
21099,Unknown,Son of Former Jihadi Commander
21100,Sangguniang Bayan,Former Municipal Councilor: Vicente Bonaobra
21101,Syrian Army,Headquarters
21102,Mali Gendarmerie,Vehicle
21103,Government of Ghazni,Zana Khan District Headquarters
21104,Iraqi National Intelligence Service (INIS),Lieutenant Colonel 'Ammar Mahdi
21105,Unknown,Unknown
21106,Unknown,Truck Driver
21107,Levies Forces,Checkpoint
21108,Gakara Town,Town
21109,Abachari Village,Village
21110,Kijimatari Village,Village
21111,Mallam Moduri Village,Village
21112,Bayan Dutse Village,Village
21113,Kubu Village,Village
21114,Nigerian Armed Forces,Escort Convoy
21115,Islamic Republic of Afghanistan,Deputy of National Ulema Council: Mawlawi Abdul Hakim
21116,Afghan Police,Officers
21117,Peshmerga,Soldiers
21118,Unknown,Shops
21119,Armed Forces of Ukraine,Vehicle
21120,Not Applicable,Civilians
21121,Somali Armed Forces (SAF),Base
21122,Government of Karan,Administrator: Abdulle Mohamud Ali
21123,Indian Police Service (IPS),Sukhiapokhri Police Station
21124,Not Applicable,Vehicles
21125,Unknown,Warehouse
21126,Somali Armed Forces (SAF),Soldiers
21127,United Nations Multidimensional Integrated Stabilization Mission in Mali (MINUSMA),Supply Convoy
21128,Unknown,Civil Engineer: Mehmet Akcan
21129,Syrian Armed Forces (SAF),Posts
21130,Not Applicable,Farmer: Victoria Akinseye
21131,Unknown,Unknown
21132,Not Applicable,Farmer: Ebun Olarewaju
21133,Unknown,Market
21134,Philippine National Police (PNP),Chief of Investigation Division: Nestor Sanchez Austero
21135,Syrian Army,Soldiers
21136,Unknown,Unknown
21137,Nierteti Northern Camp,Refugee: Abdelwahab Hasan Hamid
21138,Not Applicable,Funeral
21139,Unknown,Shops
21140,Not Applicable,Civilian: Muzaffar Natta
21141,Imam Zaman Mosque,Mosque
21142,Myanmar Police Force (MPF),Police Station
21143,Myanmar Police Force (MPF),Police Post
21144,Myanmar Police Force (MPF),Police Post
21145,Myanmar Police Force (MPF),Police Post
21146,Myanmar Police Force (MPF),Police Post
21147,Myanmar Police Force (MPF),Police Post
21148,Myanmar Police Force (MPF),Police Post
21149,Myanmar Police Force (MPF),Police Post
21150,Myanmar Police Force (MPF),Police Post
21151,Myanmar Police Force (MPF),Police Post
21152,Myanmar Police Force (MPF),Police Post
21153,Myanmar Police Force (MPF),Police Post
21154,Myanmar Police Force (MPF),Police Post
21155,Myanmar Police Force (MPF),Police Post
21156,Myanmar Police Force (MPF),Police Post
21157,Myanmar Police Force (MPF),Police Post
21158,Myanmar Police Force (MPF),Police Post
21159,Myanmar's Ministry of Immigration and Population,Immigration Officer
21160,Myanmar Police Force (MPF),Police Post
21161,Myanmar Army,Base
21162,Equi-Parco Construction Company,Construction Workers
21163,Iraqi Police Service (IPS),Officers
21164,City of London Police,Officers
21165,Not Applicable,Civilians
21166,Belgian Armed Forces,Patrol
21167,Unknown,Unknown
21168,Unknown,Unknown
21169,Defunct Peace Committee,Residence of Leader: Tajmir Khan
21170,Defunct Peace Committee,Residence of Leader: Tajmir Khan
21171,Not Applicable,Suspected Police Informant: Rakesh Mahto
21172,Indian Armed Forces,Vehicle
21173,Citizens Armed Forces Geographical Unit (CAFGU),Former Member: Eugene Sibomit
21174,Afghan Police,Vehicle
21175,Not Applicable,Civilian: Bhutta Shah
21176,Unknown,Food Truck
21177,Unknown,Bridge
21178,Not Applicable,Plaintiff for Previous Terrorism Incident: Badar Azim Uddin
21179,Lebanese Army,Vehicle
21180,Government of Maungdaw,Office of District Administrator: Ye Htut
21181,Government of Maungdaw,Village Head
21182,Government of Maungdaw,Village Official
21183,Government of Maungdaw,Village Official
21184,Unknown,Road Construction Site
21185,Myanmar Police Force (MPF),Police Post
21186,Myanmar Police Force (MPF),Police Post
21187,Myanmar Police Force (MPF),Police Post
21188,Myanmar Police Force (MPF),Police Post
21189,Myanmar Police Force (MPF),Police Post
21190,Myanmar Police Force (MPF),Police Post
21191,Myanmar Police Force (MPF),Police Post
21192,Myanmar Police Force (MPF),Police Post
21193,Afghan Police,Officers
21194,Not Applicable,Hindu Civilians
21195,Not Applicable,"Jehovah's Witnesses ""Don't Give Up!"" 2017 Regional Convention"
21196,Unknown,Turkmenistan-Afghanistan-Pakistan (TAPI) Engineer
21197,Not Applicable,Market
21198,Unknown,Shops
21199,Not Applicable,Shaqoufa Area
21200,Unknown,Oil Refinery
21201,Unknown,Unknown
21202,Levies Forces,Police Station
21203,District Voluntary Force (DVF),District Police Lines Compound
21204,Not Applicable,Government Informant
21205,Government of Maungdaw,Local Administration Office
21206,Not Applicable,Vehicle
21207,Iraqi Border Guards,Patrol
21208,Peshmerga,Vehicle
21209,Unknown,Unknown
21210,Not Applicable,Civilians
21211,Islamic Republic of Afghanistan,Building of Women's Affairs Department
21212,Afghan Police,Police Tank
21213,Pakistani Police,Under-Construction Checkpoint
21214,Not Applicable,Civilian
21215,United Democratic Party (UDP),Residence of President of Youth Wing: Joydeep Sharma
21216,Philippine National Police (PNP),Police Chief Inspector: Ernesto Eco
21217,Not Applicable,"Hindu Civilians: Nara Nar, Han Mawtaw, Khu Law Ni"
21218,Unknown,Buddhist Monastery
21219,Government of Rakhine,Village Head Employee
21220,Myanmar Police Force (MPF),Convoy
21221,Armed Forces of Myanmar,Soldiers
21222,Not Applicable,"Vehicle of Doctors: Abdul Sattar, Alia"
21223,Not Applicable,Civilian
21224,Somali Armed Forces (SAF),Base
21225,Peshmerga,Position
21226,Not Applicable,Civilian
21227,Not Applicable,Civilians
21228,Not Applicable,Civilians
21229,Unknown,Shops
21230,Afghan National Army (ANA),Convoy
21231,Afghan Police,Patrol of Police Chief: Lieutenant Abdul Hakim
21232,African Union Mission in Somalia (AMISOM),Base
21233,Somali Police Force (SPF),Officers
21234,Pakistan Army,Vehicle
21235,Malian Army,Checkpoint
21236,Iraqi Volunteer Forces,Forces
21237,Iraqi Volunteer Forces,Forces
21238,Unknown,Unknown
21239,Unknown,Unknown
21240,Afghan National Police (ANP),Post
21241,Chhattisgarh Armed Force (CAF),Officers
21242,Unknown,Unknown
21243,Myinlut Village,Village
21244,Myanmar Police Force (MPF),Police Station
21245,Myanmar Police Force (MPF),Police Station
21246,Myanmar Police Force (MPF),Police Outpost
21247,Myanmar Police Force (MPF),Police Outpost
21248,Myanmar Police Force (MPF),Police Outpost
21249,Myanmar Police Force (MPF),Police Outpost
21250,Nga-khu-Village,Village
21251,Thayet-oat Village,Village
21252,Upper Pyuma Village,Village
21253,Ngakhuya Village,Village
21254,Unknown,Monastery
21255,Armed Forces of Myanmar,Soldiers
21256,Nwayontaung Village,Village
21257,Unknown,Unknown
21258,Pyathat Village,Village
21259,Not Applicable,Houses of Hindu Civilians
21260,Not Applicable,Houses
21261,Unknown,Unknown
21262,Unknown,Unknown
21263,Unknown,Unknown
21264,Unknown,Unknown
21265,Unknown,Unknown
21266,Unknown,Unknown
21267,Unknown,Unknown
21268,Unknown,Unknown
21269,Unknown,Unknown
21270,Unknown,Sufi Activist: Abd al-Matlub al Sirhani
21271,Unknown,Marketplace
21272,Unknown,Unknown
21273,Unknown,Unknown
21274,Unknown,Unknown
21275,Unknown,Unknown
21276,Unknown,Unknown
21277,Unknown,Unknown
21278,Unknown,Unknown
21279,Not Applicable,Civilians
21280,Unknown,Shops
21281,Unknown,Teacher
21282,Independent Electoral and Boundaries Comission (IEBC),Official: Christopher Msando
21283,Not Applicable,Vehicle
21284,Quetta Electric Supply Company (QESCO),Power Pylon
21285,Quetta Electric Supply Company (QESCO),Power Pylon
21286,Unknown,Unknown
21287,Not Applicable,Houses
21288,Kenya Defense Forces (KDF),Vehicle
21289,Not Applicable,Farmers
21290,Peshmerga,Base
21291,Indian Police Service (IPS),Officer: Assistant Sub-Inspector (ASI) Abdul Rashid
21292,Nigerian Armed Forces,Soldiers
21293,Web Sotraser S.A.,Logging Trucks
21294,Unknown,"Security Guards: Faqeera Ghunda Amal, Tanzeemul Huda"
21295,Unknown,Unknown
21296,Afghan Police,Vehicle
21297,Russian Police,Officers
21298,Turkish Armed Forces (TSK),Convoy
21299,Unknown,Road Construction Site
21300,Ecopetrol,Cano Limon-Covenas Oil Pipeline
21301,Syrian Army,Forces
21302,al-Jahmaliya Neighborhood,Neighborhood
21303,Not Applicable,Civilians
21304,Sudan People's Liberation Army (SPLA),Soldiers
21305,Office of the Secretary to the Government of the Federation,Farm of Former Secretary: Chief Olu Falae
21306,Not Applicable,Residence
21307,Myanmar Police Force (MPF),Officers
21308,Afghan Police,Officers
21309,Ministry of Justice,Employee
21310,Not Applicable,Civilian: Wissam Mahmoud Hamad Al-Zaher al-Alusi
21311,Armed Forces Engineering Authority,Construction Site
21312,Not Applicable,Suspected Informant: Sonu
21313,Iraqi Armed Forces,Checkpoint
21314,Afghan National Police (ANP),Forces
21315,Unknown,Unknown
21316,New Kabul Bank (NKB),Bank
21317,Not Applicable,Civilians
21318,Unknown,Fuel Tanker
21319,Afghan Police,Checkpoint
21320,DGR Velocity,Petrol Pump
21321,Government of Mirik,Municipal Office
21322,Iraqi Volunteer Forces,Convoy
21323,Iraqi Volunteer Forces,Convoy
21324,Turkish Armed Forces (TSK),Vehicles
21325,Unknown,Sheep Market
21326,Not Applicable,Civilians
21327,Unknown,Shops
21328,Not Applicable,Civilians
21329,Unknown,Teacher: Mulavi Abdul Hakim
21330,Nizamkhel Mosque,Prayer Leader: Qari Sayed Ali
21331,Philippine Army (PA),Detachment
21332,Alliance Democratic Party (ADP),Office
21333,Government of Yemen,Lawyer of President Ali Abdullah Saleh: Mohammed Mahdi al-Masuri
21334,il-Knisja l-Qadima,Church
21335,Royal Thai Police,Checkpoint
21336,Free Social Center Favela,Anarchist Meeting Center
21337,National Assembly,Residence of Parliamentarian: Zahir Qadir
21338,Afghan Police,Officers
21339,Government of Samangan Province,Local Official: Abdul Shakoor
21340,Kenya Police Reserve (KPR),Officers
21341,Unknown,Meeting Hall
21342,African Union Mission in Somalia (AMISOM),Ugandan Convoy
21343,Philippine National Police (PNP),Police Action Center (PAC)
21344,Iraqi Armed Forces,Soldiers
21345,Chhattisgarh Armed Force (CAF),Patrol
21346,Bahrain Defense Force (BDF),Soldiers
21347,Bahrain Defense Force (BDF),Soldiers
21348,Bahrain Defense Force (BDF),Soldiers
21349,Department of Education,Administrative Officer: Oscar Solania Asildo Jr.
21350,Not Applicable,Vehicle
21351,Not Applicable,Vehicle
21352,Philippine Army (PA),Soldiers
21353,Austerville Post Office,Post Office Workers
21354,Not Applicable,Rakhine Buddhist Civilians
21355,African National Congress (ANC),Councilor: Kwazi Mkhize
21356,Not Applicable,Pygmy Civilians
21357,Not Applicable,Owner of Civil Generator
21358,Unknown,Shops
21359,Not Applicable,Gold Shop Owner
21360,Peshmerga,Soldiers
21361,Peshmerga,Soldiers
21362,Unknown,Unknown
21363,Libyan National Army (LNA),Checkpoint
21364,Unknown,Shops
21365,Iraqi Army,Patrol
21366,Iraqi Volunteer Forces,Checkpoint
21367,Directorate General for National Security,Headquarters
21368,Indian Police Service (IPS),Officer: Sub-Inspector (SI) Gowhar Ahmad
21369,Unknown,Studio of Film Director: Alexander Uchitel
21370,Iraqi Armed Forces,Soldiers
21371,Turkish National Police (EGM),Vehicle of Buca Kiriklar Prison
21372,Not Applicable,Suspected Informant: Sunny Ram
21373,Not Applicable,Residences
21374,Unknown,Unknown
21375,Pakistan Armed Forces,Convoy
21376,Pakistan Telecommunication Company Limited (PTCL),Tower
21377,Not Applicable,Civilians
21378,Armed Forces of the Philippines (AFP),Soldiers
21379,Turkish Village Guard,Guard: Mehmet Paksoy
21380,Turkish Armed Forces (TSK),Vehicle
21381,Unknown,Unknown
21382,Not Applicable,Civilian: Mohamed Musa Hamza
21383,Unknown,Unknown
21384,National Gendarmerie,Police Station
21385,Not Applicable,Civilian: Mykola Petukhov
21386,Mershing Market,Market
21387,Not Applicable,Vehicle
21388,Colombian Naval Infantry,Soldiers
21389,Unknown,Internally Displaced Persons (IDPs) Camp
21390,Jammu and Kashmir Police,Bus
21391,Unknown,Unknown
21392,Aman Lashkars,"Vehicle of Peace Committee Members: Faqeer Hussain, Shad Ali, Maaz"
21393,Not Applicable,Civilian: Pavan Dehari
21394,Puntland Security Force (PSF),Soldiers
21395,Puntland Security Force (PSF),Soldiers
21396,Federal Republic of Somalia,"Former Electoral Delegates: Abdirahman Ugas Ali, Adan Ma'allim Aliyow"
21397,Not Applicable,Peace Activist: Nuradin Abdullahi Aweys
21398,Philippine Army (PA),Patrol
21399,Afghan Police,Police Checkpoints
21400,Afghan Customs Department,Employees
21401,Bou Aroushah Mosque,Preacher: Sheikh Monsef Krikish
21402,Kouakourou Village,Village
21403,Not Applicable,Mennonite Civilian: Bernard Blatz Friessen
21404,Not Applicable,Civilian
21405,Afghan Police,Patrol
21406,Iraqi Army,Residence of Father of Chief of Staff of Baghdad Operations Command Major General Karim Subhi Zirkoshi: Subhi Ali Nadir al-Zirqushi
21407,Punjab Anti-Terrorism Force,Officer: Constable Javed Iqbal
21408,Wadi al-Ahmar Village,Village
21409,Peshmerga,Soldiers
21410,Iraqi Ministry of Electricity,Aj Jalisiyah Power Plant
21411,Unknown,Market
21412,Central Reserve Police Force (CRPF),Road Opening Party
21413,Unknown,Unknown
21414,Muttahida Qaumi Movement (MQM),Senior Leader: Khwaja Izharul Hassan
21415,Afghan Police,Checkpost
21416,Bharatiya Janata Party (BJP),Leader: Gajendra Bhati
21417,Samahan ng Maliliiit na Mangingisda at Magsasaka sa Calatagan (SMMMC),Vice President: Engracio delos Reyes
21418,Cote d'Ivoire Gendarmerie,Station
21419,Afghan National Army (ANA),Soldiers
21420,Unknown,Residence of Refugees
21421,Israel Defense Forces (IDF),Soldiers
21422,Not Applicable,Pygmy Civilians
21423,Council of Representatives of Iraq,Member of Parliament (MP): Kamil al-Ghurayzi
21424,Not Applicable,Taxi Driver: Swuduve Nakro
21425,Armed Forces of the Philippines (AFP),Detachment
21426,Not Applicable,Civilian
21427,Somali National Army (SNA),Joint Base
21428,Kenya Police Service (KPS),Officers
21429,Not Applicable,Civilians
21430,Iraqi Volunteer Forces,Checkpoints
21431,Not Applicable,Boat Owner
21432,Afghan National Civil Order Police (ANCOP),Officers
21433,Not Applicable,Suspected Spies
21434,Not Applicable,Suspected Spies
21435,Not Applicable,Suspected Spies
21436,Ministry of Foreign Affairs,Embassy of Myanmar to Indonesia
21437,Turkish Land Forces,Soldiers
21438,Echo of Moscow,Vehicle of Journalist: Yulia Latynin
21439,Aukpyuma Village,Village
21440,Ountaw Village,Village
21441,Dingar Village,Village
21442,Sawkeenama Village,Village
21443,Hontarya Village,Village
21444,Thinbawgwe Village,Village
21445,Government of Mauway,Chairperson: Pablito Gahol
21446,Congolese National Navy,Base
21447,Not Applicable,Civilians
21448,Not Applicable,Farmers
21449,Dzaba Village,Village
21450,Central Reserve Police Force (CRPF),Patrol
21451,Frontier Corps (FC),Convoy
21452,Unknown,Market
21453,Unknown,Nightclubs
21454,Unknown,Power Pylons
21455,Hadar District,District
21456,Somali Armed Forces (SAF),Convoy
21457,Unknown,Principal: Muhamad Yasra
21458,Not Applicable,Civilian: Bajirao Nareti
21459,Indian Police Service (IPS),Officer: Constable Panku Punam
21460,Afghan Local Police (ALP),Commander: Abdul Rashid
21461,Russian Armed Forces,Convoy
21462,Zamfara State Police,Outpost
21463,Not Applicable,Civilian
21464,Islamic State in Iraq and the Levant (ISIL),Residence of Security Leader
21465,Makran Bakery,Shop
21466,Afghan National Army (ANA),Vehicle
21467,Unknown,Unknown
21468,Unknown,Unknown
21469,Unknown,Unknown
21470,Unknown,Unknown
21471,Pakistan People's Party (PPP),Office of Candidate: Faisal Mir
21472,Unknown,Coffee Shop
21473,Peshmerga,Convoy
21474,Iraqi Army,Patrol
21475,Unknown,Market
21476,Iraqi Army,Soldiers
21477,Katawhang Lumad,Tribal Chieftain: Datu Rostico Sandag Porogoy
21478,Afghan Police,Officers
21479,African Union Mission in Somalia (AMISOM),Kenyan Engineers
21480,Not Applicable,Christians
21481,Upper House,Vehicle of Member: Hussein Ali Hajji
21482,Yemeni Army,Forces
21483,Bayelsa State Police,Kolo Police Station
21484,Unknown,Unknown
21485,Government of Bardibas,Municipal Office
21486,Unknown,Shiite Cleric: Sheikh Fadel al-Bederi
21487,United Nations Multidimensional Integrated Stabilization Mission in Mali (MINUSMA),Chadian Convoy
21488,Indian Police Service (IPS),Officer: Chowkidar Sadho Paswan
21489,All India Trinamool Congress (AITMC),Residence of Councillor: Punam Biswa
21490,Lankesh Patrike,Journalist: Gauri Lankesh
21491,Unknown,Unknown
21492,Not Applicable,Civilian: Abdeljabbar Ishag
21493,Government of San Felipe,Vehicle of Mayor: Carolyn Senador Farinas
21494,Not Applicable,Farmers
21495,Hizb-I-Islami Gulbuddin (HIG),Senior Member: Qazi Amin Waqad
21496,Not Applicable,Fishermen
21497,Iraqi Army,Patrol
21498,Unknown,Wholesale Store
21499,Unknown,Market
21500,Iraqi Volunteer Forces,Members
21501,Iraqi Army,Joint Checkpoint
21502,Jammu and Kashmir Police,Police Station
21503,Jammu and Kashmir Police,Post
21504,Turkish National Police (EGM),Police Station
21505,Simti School,"Teachers: Ahmad Tayab, Ahmad Khan"
21506,"Prosegur Compania de Seguridad, S.A",Transportation Vehicle
21507,Egyptian National Police (ENP),Police Checkpoint
21508,Armed Forces of UAE,Officer: 'Abdallah 'Umar Barashid
21509,Al-Amal al-Murabit Brigade,Vehicle of Head: Colonel 'Ali al-Sa'di
21510,Bagram Airbase,Gate
21511,Bobo Village,Village
21512,Not Applicable,Civilians
21513,Not Applicable,Civilian: Habibullah
21514,Afghan National Army (ANA),Helicopter
21515,Somali Armed Forces (SAF),Convoy
21516,Galeo Equipment Corporation (GEC),Construction Site
21517,Afghan Local Police (ALP),Police Checkpoint
21518,Unknown,Unknown
21519,Turkish Gendarmerie,Forces
21520,Unknown,Vehicle of Electrical Line Maintenance Workers
21521,Public Works Department (PWD),Bungalow
21522,Unknown,Unknown
21523,Unknown,Unknown
21524,Unknown,Unknown
21525,Unknown,Unknown
21526,Unknown,Unknown
21527,Unknown,Unknown
21528,Unknown,Unknown
21529,Mallan Village,Village
21530,Kesa Kura Village,Village
21531,Government of Labason,Son of Mayor Eddie Quimb: Jelster Ed Tiu Quimbo
21532,Peruvian Police,Patrol
21533,Unknown,Unknown
21534,Unknown,Truck
21535,Unknown,Shops
21536,Unknown,Football Field
21537,Government of the United States of America,President: Donald Trump
21538,Unknown,Shops
21539,Balad Town,Town
21540,Central Reserve Police Force (CRPF),Officers
21541,Congolese Army,Base
21542,Mutanda Village,Village
21543,Iraqi Armed Forces,Soldiers
21544,Not Applicable,Civilians
21545,Afghan Highway Police (AHP),Patrol
21546,Vishwanath Travels,Bus
21547,Unknown,Optical Fiber Laying Construction Site
21548,National Assembly of Tanzania,Member of Parliament: Tundu Lissu
21549,Government of Homa Bay,Offices of Governor: Cyprian Awiti
21550,Afghan National Security Force (ANSF),Checkpoint
21551,National Uprising Movement (NUM),Checkpoint
21552,Afghan National Security Force (ANSF),Checkpoint
21553,Unknown,Grocery Store
21554,Rastriya Prajatantra Party (RPP),Residence of Mayoral Candidate: Prakshya Shah Malla
21555,Unknown,Restaurant
21556,Government of Durankaya,Residence of Mayor: Fatih Keskin
21557,Manjita Village,Village
21558,Khaddamari Village,Village
21559,Dusuman Village,Village
21560,Philippine Army (PA),Forces
21561,Afghan Border Police (ABP),Patrol
21562,Unknown,Humanitarian Aid Vehicle
21563,Ancha Village,Village
21564,Not Applicable,Vehicle
21565,Unknown,Market
21566,Iraqi Police Service (IPS),Patrol
21567,Sayyed Mohamed Shrine,Shrine
21568,Peshmerga,Checkpoints
21569,Unknown,Unknown
21570,Afghan Local Police (ALP),Officers
21571,Afghan Highway Police (AHP),Officers
21572,Unknown,Religious Scholar: Molvi Hizullah
21573,National Drug Law Enforcement Agency (NDLEA),Checkpoint
