Event ID,gname,motive
18032,Islamic State of Iraq and the Levant (ISIL),"The specific motive is unknown; however, sources noted that the attack occurred following a military raid targeting the Abu Sayyaf Group (ASG) leader."
18033,Islamic State of Iraq and the Levant (ISIL),"The specific motive is unknown; however, sources noted that the attack occurred following a military raid targeting the Abu Sayyaf Group (ASG) leader."
18034,Islamic State of Iraq and the Levant (ISIL),"The specific motive is unknown; however, sources noted that the attack occurred following a military raid targeting the Abu Sayyaf Group (ASG) leader."
18035,Islamic State of Iraq and the Levant (ISIL),"The specific motive is unknown; however, sources noted that the attack occurred following a military raid targeting the Abu Sayyaf Group (ASG) leader."
18036,Islamic State of Iraq and the Levant (ISIL),"The specific motive is unknown; however, sources noted that the attack occurred following a military raid targeting the Abu Sayyaf Group (ASG) leader."
18037,Taliban,
18038,Taliban,
18039,Anti-Muslim extremists,"The specific motive is unknown; however, sources suspected that the attack was carried out in retaliation for the attack at an Ariana Grande concert the night before."
18040,Unknown,
18041,Maoists,
18042,Unknown,
18043,Unknown,
18044,Taliban,
18045,Taliban,
18046,Unknown,
18047,Islamic State of Iraq and the Levant (ISIL),
18048,Jamaah Ansharut Daulah,
18049,Jamaah Ansharut Daulah,
18050,Unknown,
18051,Unknown,
18052,Unknown,
18053,Islamic State of Iraq and the Levant (ISIL),
18054,Taliban,
18055,Khorasan Chapter of the Islamic State,
18056,Unknown,
18057,Al-Shabaab,Al-Shabaab claimed responsibility for the incident and stated that attacks would continue until Kenya withdrew from the African Union (AU) peacekeeping mission in Somalia.
18058,Al-Shabaab,
18059,Al-Shabaab,
18060,Taliban,
18061,Unknown,
18062,Unknown,
18063,Unknown,
18064,Unknown,
18065,Unknown,"The specific motive is unknown; however, sources noted that money and goods were stolen during the attack."
18066,Boko Haram,
18067,Al-Shabaab,"The specific motive is unknown; however, sources noted that Hajira Abdi was a delegate from Southwest State tasked with electing members of the Somali Parliament. Sources also stated that Al-Shabaab had previously threatened to kill people who participated in the election."
18068,Unknown,
18069,New People's Army (NPA),The New People's Army (NPA) claimed responsibility for the incident and stated that Melborn Tan was targeted because he was involved in the illegal drug trade.
18070,Islamic State of Iraq and the Levant (ISIL),
18071,Mapuche extremists,"The specific motive is unknown; however, sources noted that the attack was related to issues regarding land."
18072,Mapuche extremists,"The specific motive is unknown; however, sources noted that the attack was related to issues regarding land."
18073,Unknown,
18074,Unknown,
18075,Boko Haram,
18076,Unknown,"An unknown group claimed responsibility for the incident and left a note at the scene stating that the attack was a ""price tag"" attack."
18077,Maoists,
18078,Unknown,
18079,Anti-Balaka Militia,
18080,Unknown,
18081,Unknown,
18082,Unknown,
18083,Islamic State of Iraq and the Levant (ISIL),
18084,Taliban,
18085,Anti-Muslim extremists,
18086,Tripoli Province of the Islamic State,
18087,Anarchists,
18088,Unknown,
18089,Unknown,
18090,Islamic State of Iraq and the Levant (ISIL),
18091,Islamic State of Iraq and the Levant (ISIL),
18092,Sinai Province of the Islamic State,
18093,Unknown,
18094,Islamic State of Iraq and the Levant (ISIL),
18095,Unknown,
18096,Unknown,
18097,Taliban,
18098,Taliban,
18099,Taliban,
18100,Al-Shabaab,
18101,Taliban,
18102,Taliban,
18103,Taliban,
18104,Islamic State of Iraq and the Levant (ISIL),
18105,Conspiracy of Cells of Fire,
18106,Niger Delta Forest Army (NDFA),The Niger Delta Forest Army (NDFA) claimed responsibility for the incident and demanded inclusion within the government's amnesty program. Sources also posited that the assailants demanded a ransom in exchange for the victims.
18107,United Liberation Front of Assam (ULFA),"The United Liberation Front of Assam (ULFA) claimed responsibility for the incident and stated that the attack was carried out to protest Prime Minister Narendra Modi's visit to Assam, scheduled for May 26, 2017."
18108,Abu Sayyaf Group (ASG),
18109,Kurdistan Workers' Party (PKK),
18110,Unknown,
18111,Anti-Muslim extremists,
18112,Islamic State of Iraq and the Levant (ISIL),
18113,Unknown,"The specific motive is unknown; however, sources noted that Halima Elmi Yusuf was an electoral delegate from Cadaado district who participated in the Somali Parliamentary election."
18114,Islamic State of Iraq and the Levant (ISIL),
18115,Islamic State of Iraq and the Levant (ISIL),
18116,Islamic State of Iraq and the Levant (ISIL),
18117,Islamic State in Egypt,"The specific motive is unknown; however, sources suspected that the attack, which targeted Coptic Christians, may have been part of a larger trend of sectarian violence between Egypt's Coptic Christian minority and Muslim majority communities."
18118,Unknown,
18119,Unknown,
18120,Taliban,
18121,Khorasan Chapter of the Islamic State,"The specific motive is unknown; however, sources posited that the Khorasan Chapter of the Islamic State attacked civilians who failed to cooperate with the group."
18122,Taliban,
18123,Hizbul Mujahideen (HM),
18124,Unknown,
18125,Jamaat Nusrat al-Islam wal Muslimin (JNIM),"Jamaat Nusrat al-Islam wal Muslimin (JNIM) claimed responsibility for the incident and denounced Western education at the scene of the attack, threatening to burn down other schools teaching the French language."
18126,Unknown,
18127,Communist Party of India - Maoist (CPI-Maoist),The Communist Party of India - Maoist (CPI-Maoist) claimed responsibility for the incident and accused Kalicharan Mahto of being a police informant.
18128,Communist Party of India - Maoist (CPI-Maoist),The Communist Party of India - Maoist (CPI-Maoist) claimed responsibility for the incident and stated that the attack was carried out in response to alterations to tenancy acts in Chotanagpur Santhal Pargana and the memorandum of understandings between investors and the Jharkhand state government signed at the Global Investors' Summit.
18129,New People's Army (NPA),The New People's Army (NPA) claimed responsibility for the incident and stated that the attack was carried out in retaliation for a military operation in Barangay Salat the previous day.
18130,New People's Army (NPA),The New People's Army (NPA) claimed responsibility for the incident and stated that the attack was carried out in retaliation for a military operation in Barangay Salat the previous day.
18131,Islamic State in Egypt,
18132,Taliban,
18133,Taliban,
18134,Anti-Muslim extremists,"An unaffiliated individual, identified as Jeremy Joseph Christian, claimed responsibility for the incident and stated that ""Muslims should die"" during the attack."
18135,Unknown,
18136,Unknown,
18137,Islamic State of Iraq and the Levant (ISIL),"The specific motive is unknown; however, sources noted that the targeted civilians were attempting to leave the area at the time of the attack."
18138,Houthi extremists (Ansar Allah),
18139,Boko Haram,
18140,Shining Path (SL),
18141,Anti-LGBT extremists,"The specific motive is unknown; however, sources noted that the assailants yelled homophobic slurs during the attack."
18142,Islamic State of Iraq and the Levant (ISIL),"The specific motive is unknown; however, sources stated that the women were targeted because they refused to sleep with members of the Islamic State of Iraq and the Levant (ISIL)."
18143,Unknown,
18144,Unknown,
18145,Islamic State of Iraq and the Levant (ISIL),
18146,Unknown,
18147,Unknown,
18148,Unknown,
18149,Unknown,
18150,Unknown,
18151,Unknown,
18152,Unknown,
18153,Unknown,
18154,Islamic State of Iraq and the Levant (ISIL),
18155,Unknown,
18156,Taliban,
18157,Taliban,
18158,Maoists,
18159,Runda Kumpulan Kecil (RKK),
18160,New People's Army (NPA),
18161,Communists,
18162,Maoists,"The specific motive is unknown; however, sources noted that Anduram Benjam was a former Maoist and was accused of being a police informant."
18163,Unknown,
18164,Maoists,
18165,Maute Group,"The Maute Group claimed responsibility for the incident and stated that the victims had ""betrayed their faith."""
18166,Khasi Students Union,"The specific motive is unknown; however, sources noted that the incident coincided with a protest against a railway construction project."
18167,Khasi Students Union,"The specific motive is unknown; however, sources noted that the attack coincided with a protest opposing a railway construction project in Ri-Bhoi district."
18168,Khasi Students Union,"The specific motive is unknown; however, sources noted that the attack coincided with a protest opposing a railway construction project in Ri-Bhoi district."
18169,Khasi Students Union,"The specific motive is unknown; however, sources noted that the attack coincided with a protest opposing a railway construction project in Ri-Bhoi district."
18170,Khasi Students Union,"The specific motive is unknown; however, sources noted that the attack coincided with a protest opposing a railway construction project in Ri-Bhoi district."
18171,Khasi Students Union,"The specific motive is unknown; however, sources noted that the attack coincided with a protest opposing a railway construction project in Ri-Bhoi district."
18172,United Liberation Front of Assam (ULFA),The United Liberation Front of Assam (ULFA) claimed responsibility for the incident and stated that the attack was carried out in response to the government's abuse of natural resources in Assam state.
18173,Islamic State of Iraq and the Levant (ISIL),
18174,Taliban,
18175,Al-Shabaab,
18176,Unknown,"The specific motive is unknown; however, sources posited that the incident was carried out in retaliation for an earlier attack allegedly perpetrated by the Tor Abaji group."
18177,Unknown,
18178,Islamic State of Iraq and the Levant (ISIL),
18179,Islamic State of Iraq and the Levant (ISIL),
18180,Islamic State of Iraq and the Levant (ISIL),
18181,Islamic State of Iraq and the Levant (ISIL),
18182,Unknown,
18183,Islamic State of Iraq and the Levant (ISIL),
18184,Islamic State of Iraq and the Levant (ISIL),
18185,Islamic State of Iraq and the Levant (ISIL),
18186,Unknown,
18187,Unknown,
18188,Islamic State of Iraq and the Levant (ISIL),
18189,Unknown,
18190,Unknown,
18191,Taliban,
18192,Taliban,
18193,Unknown,
18194,New People's Army (NPA),
18195,Unknown,
18196,Tripoli Province of the Islamic State,"The specific motive is unknown; however, sources noted that Muhammad Sa'd Ghayth was a member of the Al-Munasila tribe, which called for its members to oppose the Tripoli Province of the Islamic State in Bani Walid."
18197,Unknown,
18198,Unknown,
18199,Unknown,
18200,Unknown,
18201,Al-Shabaab,"The specific motive is unknown; however, sources noted that the victims were abducted after they refused to give their animals to the assailants."
18202,Unknown,
18203,Tritiya Prastuti Committee (TPC),"The specific motive is unknown; however, sources stated that the attack occurred after a contractor failed to respond to an extortion demand."
18204,Anti-Balaka Militia,
18205,Boko Haram,
18206,Unknown,
18207,Islamic State of Iraq and the Levant (ISIL),
18208,Islamic State of Iraq and the Levant (ISIL),
18209,Islamic State of Iraq and the Levant (ISIL),
18210,Lashkar-e-Jhangvi,
18211,Unknown,
18212,Unknown,
18213,Islamic State of Iraq and the Levant (ISIL),
18214,Islamic State of Iraq and the Levant (ISIL),
18215,Islamic State of Iraq and the Levant (ISIL),
18216,Islamic State of Iraq and the Levant (ISIL),
18217,Islamic State of Iraq and the Levant (ISIL),
18218,Islamic State of Iraq and the Levant (ISIL),
18219,Islamic State of Iraq and the Levant (ISIL),
18220,Islamic State of Iraq and the Levant (ISIL),
18221,Islamic State of Iraq and the Levant (ISIL),
18222,Islamic State of Iraq and the Levant (ISIL),
18223,Islamic State of Iraq and the Levant (ISIL),
18224,Unknown,
18225,Al-Shabaab,
18226,Unknown,
18227,Islamic State of Iraq and the Levant (ISIL),
18228,Unknown,
18229,Unknown,
18230,Islamic State of Iraq and the Levant (ISIL),
18231,Unknown,
18232,Kamwina Nsapu Militia,
18233,Kamwina Nsapu Militia,
18234,Kamwina Nsapu Militia,
18235,Kamwina Nsapu Militia,
18236,Unknown,
18237,Unknown,
18238,Unknown,"The specific motive is unknown; however, sources noted that the victims were guarding demolition laborers at the time of the attack."
18239,Unknown,
18240,Communist Party of India - Maoist (CPI-Maoist),"The specific motive is unknown; however, sources noted that the attack occurred during a 24 hour bandh called in Jharkhand state to protest government policies."
18241,Communist Party of India - Maoist (CPI-Maoist),The Communist Party of India - Maoist (CPI-Maoist) claimed responsibility for the incident and stated that the attack was carried out in response to alterations made to the Chotanagpur and Santhal Pargana Tenancy Acts.
18242,Communist Party of India - Maoist (CPI-Maoist),"The specific motive is unknown; however, sources stated that the victims were accused of allowing authorities to utilize their vehicles in operations against Maoists."
18243,Communist Party of India - Maoist (CPI-Maoist),The Communist Party of India - Maoist (CPI-Maoist) claimed responsibility for the incident and stated that the attack was carried out in response to alterations made to the Chotanagpur Tenancy Act (CNT) and the Santhal Pargana Tenancy Act (SPT).
18244,Communist Party of India - Maoist (CPI-Maoist),"The specific motive is unknown; however, sources stated that the attack was carried out because the Communist Party of India - Maoist (CPI-Maoist) opposed the construction of a road from Narayanpur to Orchha."
18245,Taliban,
18246,New People's Army (NPA),"The New People's Army (NPA) claimed responsibility for the incident and stated that the attack was carried out in retaliation for security forces' response to a demonstration by farmers on April 1, 2016."
18247,Unknown,"The specific motive is unknown; however, sources suspected that the attack was related to an extortion demand."
18248,Islamic State of Iraq and the Levant (ISIL),
18249,Boko Haram,
18250,Unknown,
18251,Taliban,
18252,Taliban,
18253,Unknown,
18254,Taliban,
18255,Twa Militia,
18256,Maute Group,"The specific motive is unknown; however, sources stated that the assailants demanded that the hospital employees treat members of their group."
18257,Unknown,"The specific motive is unknown; however, sources suspected that the attack was part of a larger trend of violence surrounding the Khasi Students Union protest of a railway construction project in Ri Bhoi district."
18258,Maoists,
18259,Unknown,
18260,Islamic State of Iraq and the Levant (ISIL),
18261,Islamic State of Iraq and the Levant (ISIL),
18262,Islamic State of Iraq and the Levant (ISIL),
18263,Islamic State of Iraq and the Levant (ISIL),
18264,Islamic State of Iraq and the Levant (ISIL),
18265,Islamic State of Iraq and the Levant (ISIL),
18266,Islamic State of Iraq and the Levant (ISIL),
18267,Unknown,
18268,Unknown,
18269,Islamic State of Iraq and the Levant (ISIL),
18270,Unknown,
18271,Unknown,
18272,Unknown,
18273,Unknown,
18274,Unknown,
18275,Taliban,
18276,Unknown,
18277,Unknown,
18278,Unknown,
18279,Allied Democratic Forces (ADF),
18280,Islamic State of Iraq and the Levant (ISIL),
18281,Unknown,
18282,New People's Army (NPA),"The specific motive is unknown; however, sources stated that the attack was carried out in response to military operations targeting the New People's Army (NPA) in Barangay Salat."
18283,Unknown,
18284,Boko Haram,
18285,Unknown,
18286,Pokot extremists,
18287,Unknown,
18288,Unknown,
18289,Unknown,
18290,Al-Shabaab,"The specific motive is unknown; however, sources noted that Madahey was a delegate from Kismaayo, Jubbaland who elected members of parliament. Sources also stated that Al-Shabaab had previously threatened to kill people who participated in the election."
18291,Irrintzi,"Irrintzi claimed responsibility for the incident and stated that the vacation home was targeted because the home was ""only used a few weeks of the year."""
18292,Abu Sayyaf Group (ASG),
18293,Abu Sayyaf Group (ASG),"The specific motive is unknown; however, sources posited that the attack was related to an extortion demand."
18294,Niger Delta extremists,"Suoyo Dickson confessed to leading and carrying out the attack, stating that he was retaliating against the Oil and Gas Task Force after they failed to provide him and his men previously promised compensation for relocating a bunkering camp."
18295,Wild Individualities,Wild Individualities claimed responsibility for the incident and stated that the attack was carried out in opposition to capitalism.
18296,Anti-Muslim extremists,
18297,Maoists,Maoists claimed responsibility for the incident and stated that the attack was carried out in retaliation for the recent death of a Maoist leader.
18298,Khorasan Chapter of the Islamic State,
18299,Unknown,
18300,Unknown,
18301,Islamic State of Iraq and the Levant (ISIL),
18302,Islamic State of Iraq and the Levant (ISIL),"The specific motive is unknown; however, sources noted that the victims were attempting to leave the area at the time of the attack."
18303,Islamic State of Iraq and the Levant (ISIL),"The specific motive is unknown; however, sources stated that the victims were targeted because they attempted to leave the area."
18304,Islamic State of Iraq and the Levant (ISIL),
18305,Unknown,
18306,Unknown,
18307,Unknown,
18308,Movement for Oneness and Jihad in West Africa (MUJAO),
18309,Jamaat Nusrat al-Islam wal Muslimin (JNIM),Jamaat Nusrat al-Islam wal Muslimin (JNIM) claimed responsibility for the incident and stated that the attack was carried out in retaliation for the Malian army's alleged aggression against members of the Muslim community.
18310,Hizbul Mujahideen (HM),
18311,Al-Shabaab,
18312,Unknown,
18313,Al-Shabaab,
18314,Al-Shabaab,
18315,Al-Shabaab,
18316,Al-Shabaab,
18317,Al-Shabaab,
18318,Unknown,
18319,Unknown,
18320,Unknown,
18321,Al-Shabaab,
18322,Al-Shabaab,
18323,Al-Shabaab,
18324,Taliban,
18325,Unknown,"An unknown group claimed responsibility for the incident and stated ""You are selling the motherland to Navalny."""
18326,Algeria Province of the Islamic State,
18327,Houthi extremists (Ansar Allah),
18328,Unknown,
18329,Taliban,
18330,Kurdistan Workers' Party (PKK),
18331,Khorasan Chapter of the Islamic State,
18332,Unknown,
18333,Boko Haram,
18334,Kurdistan Workers' Party (PKK),
18335,Unknown,
18336,Kamwina Nsapu Militia,
18337,Islamic State of Iraq and the Levant (ISIL),
18338,Unknown,
18339,Unknown,
18340,Unknown,
18341,Islamic State of Iraq and the Levant (ISIL),
18342,Unknown,
18343,Islamic State of Iraq and the Levant (ISIL),
18344,Unknown,
18345,Unknown,
18346,Islamic State of Iraq and the Levant (ISIL),
18347,Islamic State of Iraq and the Levant (ISIL),
18348,Khorasan Chapter of the Islamic State,
18349,Jamaat Nusrat al-Islam wal Muslimin (JNIM),
18350,Palestinian Extremists,
18351,Al-Shabaab,
18352,Islamic State of Iraq and the Levant (ISIL),
18353,Unknown,
18354,Boko Haram,
18355,Unknown,
18356,Unknown,"The specific motive is unknown; however, sources suspected that Oleksandr Dakar was targeted due to his patriotism."
18357,Al-Shabaab,
18358,Unknown,
18359,Unknown,"The specific motive is unknown; however, sources posited that the victim, an LGBTQ activist, was abducted because of his most recent article on homosexuality and for allegedly ""spreading Satanism."""
18360,Fulani extremists,
18361,Unknown,
18362,Shia Muslim extremists,
18363,Anti-Immigrant extremists,"An unaffiliated individual left notes at the scene of the attack in order to make it look like the attack had been perpetrated by jihadists. He did this in order to ""provoke a backlash against Muslims"" and immigration."
18364,Unknown,
18365,Islamic State of Iraq and the Levant (ISIL),
18366,Islamic State of Iraq and the Levant (ISIL),
18367,Unknown,
18368,Boko Haram,
18369,Unknown,
18370,Unknown,
18371,Unknown,
18372,Unknown,
18373,Unknown,
18374,Islamic State of Iraq and the Levant (ISIL),
18375,Maute Group,"The specific motive is unknown; however, sources noted that the victim was attempting to leave the area at the time of the attack."
18376,Maoists,"The specific motive is unknown; however, sources noted that the attack occurred after the construction company refused to respond to an extortion demand by Maoists."
18377,Unknown,
18378,Al-Shabaab,
18379,Birsa Commando Force (BCF),
18380,Anti-Semitic extremists,"The specific motive is unknown; however, sources noted that the attack was anti-Semitic."
18381,Unknown,
18382,Unknown,
18383,Awami League,"The specific motive is unknown; however, sources noted that the attack followed the death of the Organizing Secretary of Awami Jubo League in Langadu area."
18384,Awami League,"The specific motive is unknown; however, sources noted that the attack followed the death of the Organizing Secretary of Awami Jubo League in Langadu area."
18385,Awami League,"The specific motive is unknown; however, sources noted that the attack followed the death of the Organizing Secretary of Awami Jubo League in Langadu area."
18386,Allied Democratic Forces (ADF),
18387,Unknown,
18388,Unknown,
18389,Donetsk People's Republic,The Donetsk People's Republic claimed responsibility for the incident and stated that Stanislav Aseev was accused of spying.
18390,Jund al-Khilafah (Tunisia),Jund al-Khilafah (Tunisia) claimed responsibility for the incident and stated that Khalifa Al-Sultani was targeted because the group believed he was a spy.
18391,Unknown,
18392,Islamic State of Iraq and the Levant (ISIL),
18393,Islamic State of Iraq and the Levant (ISIL),
18394,Islamic State of Iraq and the Levant (ISIL),
18395,Hizbul Mujahideen (HM),"Lashkar-e-Taiba (LeT) claimed responsibility for the incident and stated that the attack was carried out in response to Indian Army Chief General Bipin Rawat's statement that ""it would have been better if people in Kashmir use weapons than stones."""
18396,Islamic State of Iraq and the Levant (ISIL),
18397,Jihadi-inspired extremists,"The specific motive is unknown; however, sources noted that Khuram Butt had watched Islamic State of Iraq and the Levant (ISIL) videos and ISIL propaganda was found on Youssef Zaghba's mobile phone."
18398,Badr Brigades,
18399,Al-Shabaab,
18400,Taliban,
18401,Taliban,
18402,Al-Shabaab,
18403,Al-Shabaab,
18404,Islamic State of Iraq and the Levant (ISIL),
18405,Islamic State of Iraq and the Levant (ISIL),"The specific motive is unknown; however, sources posited that the victims were attempting to leave the area."
18406,Islamic State of Iraq and the Levant (ISIL),
18407,Islamic State of Iraq and the Levant (ISIL),
18408,Islamic State of Iraq and the Levant (ISIL),
18409,Islamic State of Iraq and the Levant (ISIL),
18410,Islamic State of Iraq and the Levant (ISIL),
18411,Ansar al-Islam (Burkina Faso),
18412,Ansar al-Islam (Burkina Faso),
18413,Ansar al-Islam (Burkina Faso),
18414,People's Liberation Army (India),
18415,Muslim extremists,
18416,Communist Party of Nepal - Maoist (CPN-Maoist-Chand),
18417,Unknown,
18418,Unknown,
18419,Unknown,
18420,New People's Army (NPA),
18421,Unknown,
18422,Unknown,
18423,Unknown,
18424,Unknown,
18425,Anti-Muslim extremists,
18426,Unknown,
18427,Unknown,
18428,Jihadi-inspired extremists,"An unaffiliated individual, identified as Rehab Dughmosh, claimed responsibility for the incident and pledged allegiance to the Islamic State of Iraq and the Levant (ISIL)."
18429,Islamic State of Iraq and the Levant (ISIL),
18430,Khorasan Chapter of the Islamic State,"The specific motive is unknown; however, sources suspected that the Khorasan Chapter of the Islamic State may have targeted the sanitation worker in an effort to get the sanitation company to alter its name."
18431,Unknown,
18432,Islamic State of Iraq and the Levant (ISIL),
18433,Islamic State of Iraq and the Levant (ISIL),
18434,Al-Shabaab,
18435,Unknown,
18436,Unknown,
18437,Unknown,
18438,Taliban,
18439,Communist Party of India - Maoist (CPI-Maoist),
18440,Khorasan Chapter of the Islamic State,"The specific motive is unknown; however, sources posited that the victims, members of the Hazara community, may been targeted as part of a larger trend of sectarian violence between Pakistan's majority Sunni and minority Shia communities."
18441,Unknown,"The specific motive is unknown; however, sources suspected that the attack, which targeted a member of the Hazara community, may have been part of a larger trend of sectarian violence between Pakistan's majority Sunni and minority Shia communities. Sources also posited that the victim may have been targeted for playing nohas."
18442,Islamic State of Iraq and the Levant (ISIL),
18443,Taliban,
18444,Unknown,
18445,Unknown,
18446,Taliban,
18447,Taliban,
18448,Unknown,
18449,Unknown,
18450,Unknown,
18451,Islamic State of Iraq and the Levant (ISIL),
18452,Unknown,
18453,Unknown,
18454,Unknown,
18455,Unknown,
18456,Islamic State of Iraq and the Levant (ISIL),
18457,Unknown,
18458,Unknown,
18459,Islamic State of Iraq and the Levant (ISIL),
18460,Al-Shabaab,
18461,Houthi extremists (Ansar Allah),
18462,Al-Shabaab,
18463,Al-Shabaab,
18464,Jihadi-inspired extremists,"An unaffiliated individual, identified as Yacqub Khayre, claimed responsibility for the incident and stated that he carried out the attack on behalf of the Islamic State of Iraq and the Levant (ISIL) and Al-Qaida."
18465,Lashkar-e-Taiba (LeT),
18466,New People's Army (NPA),
18467,Sudan People's Liberation Movement in Opposition (SPLM-IO),
18468,Unknown,
18469,Unknown,
18470,New People's Army (NPA),
18471,Unknown,
18472,Patriotic Ginbot 7 Movement for Unity and Democracy (PGMUD),"The specific motive is unknown; however, sources noted that a number of detainees were freed during the attack."
18473,Mai Mai Charles Militia,
18474,Unknown,
18475,Unknown,"The specific motive is unknown; however, sources noted that the assailants stole property during the attack."
18476,Unknown,
18477,Unknown,
18478,Taliban,
18479,Unknown,
18480,Al-Shabaab,
18481,Islamic State of Iraq and the Levant (ISIL),
18482,Islamic State of Iraq and the Levant (ISIL),
18483,Unknown,
18484,Islamic State of Iraq and the Levant (ISIL),
18485,Islamic State of Iraq and the Levant (ISIL),
18486,Unknown,
18487,Bodu Bala Sena,
18488,Bodu Bala Sena,
18489,Jihadi-inspired extremists,"An unaffiliated individual, identified as Farid Ikken, claimed responsibility for the incident and stated that the attack was carried out on behalf of Syria and that he was a ""solider of the caliphate."" Sources also noted that an Islamic State of Iraq and the Levant (ISIL) ""lone wolves' manual"" was found at his apartment."
18490,Sinai Province of the Islamic State,
18491,Anti-Semitic extremists,"The specific motive is unknown; however, sources noted that the attack was anti-Semitic."
18492,Kurdistan Workers' Party (PKK),
18493,Abu Sayyaf Group (ASG),"The specific motive is unknown; however, sources stated that Deany Rey Tan was released after a ransom was paid."
18494,Unknown,
18495,Al-Shabaab,
18496,Kamwina Nsapu Militia,
18497,Unknown,
18498,Unknown,
18499,Unknown,
18500,Unknown,
18501,Unknown,
18502,Unknown,
18503,Unknown,
18504,Islamic State of Iraq and the Levant (ISIL),"The specific motive is unknown; however, sources stated that the victims were attempting to flee the area at the time of the attack."
18505,Unknown,
18506,Unknown,
18507,Unknown,
18508,Unknown,
18509,Unknown,
18510,Unknown,
18511,Islamic State of Iraq and the Levant (ISIL),
18512,Islamic State of Iraq and the Levant (ISIL),
18513,Islamic State of Iraq and the Levant (ISIL),
18514,Islamic State of Iraq and the Levant (ISIL),
18515,Muslim extremists,"The specific motive is unknown; however, sources noted that the assailants recited verses of the Quran during the attack."
18516,Islamic State of Iraq and the Levant (ISIL),
18517,Lord's Resistance Army (LRA),
18518,Unknown,
18519,Al-Qaida in the Arabian Peninsula (AQAP),
18520,Taliban,
18521,Taliban,
18522,Taliban,
18523,Islamic State of Iraq and the Levant (ISIL),
18524,Unknown,
18525,Al-Shabaab,
18526,Khasi Students Union,"The specific motive is unknown; however, sources suspected that the attack was part of a larger trend of violence which began on May 27, 2017 in response to a railway construction project in Ri Bhoi."
18527,Nyatura Militia,
18528,Boko Haram,
18529,Boko Haram,
18530,Boko Haram,
18531,Boko Haram,
18532,Unknown,
18533,Boko Haram,
18534,Unknown,
18535,People's Revolutionary Party of Kangleipak (PREPAK),"The People's Revolutionary Party of Kangleipak (PREPAK) claimed responsibility for the incident and stated that the attack targeted Ajay Kumar, the owner of the pharmacy, because he failed to follow rules enforced by the group and did not provide PREPAK with information."
18536,Mayi Mayi,"The specific motive is unknown; however, sources noted that the assailants demanded a ransom in exchange for the victims."
18537,Unknown,
18538,Unknown,
18539,Taliban,
18540,Boko Haram,"The specific motive is unknown; however, sources posited that the attack was carried out in retaliation for the arrest of Boko Haram leader, Adamu Rugurugu."
18541,New People's Army (NPA),The New People's Army (NPA) claimed responsibility for the incident and stated that the attack was intended to punish the mining company because its activities were harmful to the environment. The NPA also stated that the attack was carried out in response to the military's protection of mining companies.
18542,New People's Army (NPA),The New People's Army (NPA) claimed responsibility for the incident and stated that the ore processing plant was targeted because it was built on land that was illegally acquired and because citizens believed that the plant's use of cyanide would contaminate their water.
18543,New People's Army (NPA),The New People's Army (NPA) claimed responsibility for the incident and stated that the attack was carried out in response to the military's protection of mining companies.
18544,Unknown,
18545,Islamic State of Iraq and the Levant (ISIL),
18546,Unknown,
18547,Unknown,
18548,Unknown,
18549,Unknown,
18550,Islamic State of Iraq and the Levant (ISIL),
18551,Islamic State of Iraq and the Levant (ISIL),
18552,Islamic State of Iraq and the Levant (ISIL),
18553,Islamic State of Iraq and the Levant (ISIL),
18554,Islamic State of Iraq and the Levant (ISIL),
18555,Islamic State of Iraq and the Levant (ISIL),
18556,Unknown,
18557,Unknown,
18558,Unknown,
18559,Unknown,
18560,Unknown,"The specific motive is unknown; however, sources noted that the assailants robbed the victim."
18561,Unknown,
18562,Unknown,
18563,Taliban,
18564,Taliban,
18565,Revolutionary Armed Forces of Colombia (FARC) dissidents,
18566,Jamaat Nusrat al-Islam wal Muslimin (JNIM),
18567,Unknown,
18568,Al-Shabaab,"The specific motive is unknown; however, sources noted that the attack occurred following five Al-Shabaab members being sentenced to death."
18569,Al-Shabaab,
18570,Al-Shabaab,"The specific motive is unknown; however, sources noted that Ahmed Barre was an electoral delegate who elected members of the Somali Parliament. Sources also stated that Al-Shabaab previously threatened to kill elders who participated in the parliamentary election."
18571,New People's Army (NPA),
18572,Unknown,"The specific motive is unknown; however, sources noted that Jeffrey Pullicino Orlando was a candidate representing the Labor Party in elections a week prior to the attack."
18573,Boko Haram,
18574,Sudan People's Liberation Movement in Opposition (SPLM-IO),The Sudan People's Liberation Movement in Opposition (SPLM-IO) claimed responsibility for the incident and stated that the attack was carried out in retaliation for military operations on the group's positions.
18575,Murle Tribe,"The specific motive is unknown; however, sources noted that livestock was stolen during the attack."
18576,Al-Shabaab,
18577,Boko Haram,
18578,Unknown,
18579,Unknown,
18580,Unknown,
18581,Communists,"The specific motive is unknown; however, sources suspected that the attack may have been carried out in response to the government's dismissal of communist demands during peace talks."
18582,Kurdistan Workers' Party (PKK),
18583,Anti-Muslim extremists,
18584,Wild Individualities,
18585,Anti-Muslim extremists,
18586,Unknown,
18587,Islamic State of Iraq and the Levant (ISIL),
18588,Islamic State of Iraq and the Levant (ISIL),
18589,Islamic State of Iraq and the Levant (ISIL),
18590,Islamic State of Iraq and the Levant (ISIL),
18591,Islamic State of Iraq and the Levant (ISIL),
18592,Unknown,
18593,Unknown,
18594,Kurdistan Workers' Party (PKK),
18595,Kurdistan Workers' Party (PKK),
18596,Kurdistan Workers' Party (PKK),
